rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
10,Word Connect,958517,10.0 M,4.64,1.6,2.8,0.0,GAME WORD,760211,120763,35012,12357,30173,False
11,Wordscapes,944472,50.0 M,4.61,1.4,2.9,0.0,GAME WORD,768395,81889,34033,18984,41168,False
12,لعبة كلمة السر : الجزء الثاني,796465,10.0 M,4.68,1.3,2.8,0.0,GAME WORD,683334,43008,29632,10747,29742,False
13,كلمات متقاطعة,770867,10.0 M,4.64,0.4,0.8,0.0,GAME WORD,640995,56751,31968,10602,30549,False
14,وصلة - لعبة كلمات متقاطعة,743325,5.0 M,4.63,0.5,1.0,0.0,GAME WORD,622699,42507,33642,11833,32642,False
15,Words with Friends: Play Fun Word Puzzle Games,736199,10.0 M,4.16,0.0,0.1,0.0,GAME WORD,448237,128193,57079,32651,70036,False
16,Word Snack - Your Picnic with Words,669236,5.0 M,4.64,0.2,0.5,0.0,GAME WORD,517815,94510,35842,7072,13995,False
17,Word search,644050,50.0 M,4.46,0.0,0.0,0.0,GAME WORD,437940,122546,48501,10336,24724,False
18,Wordfeud Free,617186,10.0 M,4.42,0.2,0.4,0.0,GAME WORD,366527,187721,35481,9255,18200,False
19,Word Search,614440,10.0 M,4.46,0.0,0.1,0.0,GAME WORD,440880,88059,41326,14212,29961,False
20,Braindom 2: Who is Lying? Fun Brain Teaser Riddles,600422,10.0 M,4.57,10.8,26.6,0.0,GAME WORD,495650,38015,18553,9434,38767,False
21,Word Search,512540,10.0 M,4.69,0.0,0.0,0.0,GAME WORD,423778,51882,16591,5124,15163,False
21,Word Search,512540,10.0 M,4.69,0.0,0.0,0.0,GAME WORD,278688,96149,40350,11577,28852,False
21,Word Search,512540,10.0 M,4.69,0.0,0.0,0.0,GAME WORD,260865,79932,29422,6895,13072,False
22,Word Link,501218,50.0 M,4.39,0.0,0.0,0.0,GAME WORD,366216,57077,26847,10760,40316,False
23,Words Story - Addictive Word Game,495074,50.0 M,3.71,0.1,0.3,0.0,GAME WORD,272292,47825,38880,30125,105951,False
24,Word Streak-Words With Friends,469666,10.0 M,4.36,0.2,0.3,0.0,GAME WORD,290484,116481,28421,11901,22376,False
25,TTS Pintar 2021 - Teka Teki Silang Offline,468930,10.0 M,4.53,0.8,1.4,0.0,GAME WORD,340833,71891,32778,8525,14900,False
26,Word Search,455618,10.0 M,4.28,0.2,0.3,0.0,GAME WORD,423778,51882,16591,5124,15163,False
26,Word Search,455618,10.0 M,4.28,0.2,0.3,0.0,GAME WORD,278688,96149,40350,11577,28852,False
26,Word Search,455618,10.0 M,4.28,0.2,0.3,0.0,GAME WORD,260865,79932,29422,6895,13072,False
27,4 Bilder 1 Wort,445403,10.0 M,4.25,0.2,0.6,0.0,GAME WORD,267581,100256,31949,13365,32249,False
28,Word Academy,444851,5.0 M,4.49,0.2,0.3,0.0,GAME WORD,279022,118839,37272,3970,5746,False
29,Word Connect - Word Games Puzzle,419753,10.0 M,4.59,0.8,1.9,0.0,GAME WORD,332795,42949,20885,6848,16273,False
30,Pictoword: Fun Word Games & Offline Brain Game,412505,10.0 M,4.18,0.2,0.6,0.0,GAME WORD,263532,59896,32245,15034,41795,False
31,Word Collect - Free Word Games,406650,10.0 M,4.82,3.7,9.4,0.0,GAME WORD,373268,16566,4404,3184,9225,False
32,"Braindom: Tricky Brain Teasers, Test, Riddle Games",392711,10.0 M,4.65,10.7,16.3,0.0,GAME WORD,332574,24088,11929,5183,18934,False
33,Word Search,390189,50.0 M,4.46,0.1,0.2,0.0,GAME WORD,423778,51882,16591,5124,15163,False
33,Word Search,390189,50.0 M,4.46,0.1,0.2,0.0,GAME WORD,278688,96149,40350,11577,28852,False
33,Word Search,390189,50.0 M,4.46,0.1,0.2,0.0,GAME WORD,260865,79932,29422,6895,13072,False
34,Wheel of Fortune: Free Play,386981,10.0 M,4.48,0.5,1.2,0.0,GAME WORD,293442,40576,20693,10146,22122,False
35,Word Crack,383045,10.0 M,3.74,0.4,1.4,0.0,GAME WORD,176250,87530,32972,15216,71074,False
36,4 Images 1 Mot,379834,10.0 M,4.34,0.7,1.6,0.0,GAME WORD,231152,90731,31042,9258,17648,False
37,4 фотки 1 слово,372118,10.0 M,4.44,0.3,0.7,0.0,GAME WORD,277984,40882,18632,7912,26705,False
38,Wordie: Guess the Word,362769,10.0 M,4.55,0.0,0.1,0.0,GAME WORD,274990,47972,18918,5186,15700,False
39,Ruzzle Free,356335,10.0 M,4.27,0.1,0.2,0.0,GAME WORD,220384,73794,26098,9119,26938,False
40,Kelimelik,351822,5.0 M,4.45,0.5,0.9,0.0,GAME WORD,251841,55078,18432,5657,20811,False
41,Scrabble® GO - New Word Game,333183,10.0 M,3.9,2.6,8.6,0.0,GAME WORD,184234,49811,27628,23020,48486,False
42,لعبة كلمة السر,327215,10.0 M,4.7,0.0,0.1,0.0,GAME WORD,284850,15583,10218,3356,13205,False
43,Найди слова,320018,10.0 M,4.64,0.3,0.5,0.0,GAME WORD,259366,34017,10292,4035,12305,False
44,Pro des Mots,311348,10.0 M,4.57,1.5,3.1,0.0,GAME WORD,225566,59308,14486,3673,8313,False
45,Word Search Free Game,303820,10.0 M,4.79,1.6,3.6,0.0,GAME WORD,273302,14525,5676,2354,7961,False
46,Garden of Words - Word game,299625,10.0 M,4.19,0.9,2.3,0.0,GAME WORD,173068,66611,26294,10773,22876,False
47,Word Crossy - A crossword game,293144,5.0 M,4.21,0.0,0.0,0.0,GAME WORD,174532,58150,28323,10811,21324,False
48,4 Immagini 1 Parola,287375,10.0 M,4.4,0.1,0.3,0.0,GAME WORD,188407,59534,19451,5601,14379,False
49,Words Crush: Hidden Words!,283775,5.0 M,4.52,0.0,0.0,0.0,GAME WORD,194084,61334,18115,3393,6847,False
50,Word Search Sea: Unscramble words,282196,10.0 M,4.7,1.4,3.1,0.0,GAME WORD,240235,21817,7638,3121,9383,False
51,Fill-The-Words - word search puzzle,275831,10.0 M,4.62,140394.4,0.5,0.0,GAME WORD,222986,27985,9062,3976,11819,False
52,4 Pics 1 Word Puzzle Plus,264735,5.0 M,4.29,0.0,0.1,0.0,GAME WORD,156926,58240,29994,7373,12199,False
